,inv_num,date_year,date_winter,date_month,date_Monday,date_Saturday,date_Sunday,date_Thursday,date_Tuesday,date_Wednesday,date_morning,date_afternoon,date_evening,loc_latitude,loc_longitude,loc_North York,loc_Scarborough,loc_Toronto and East York,loc_Bay Street Corridor (76),loc_Rouge (131),loc_Waterfront Communities-The Island (77),loc_West Humber-Clairville (1),loc_Wexford/Maryvale (119),loc_Woburn (137),loc_dundas,loc_steeles,loc_finch,loc_lawrence,loc_lake shore,loc_queen,loc_clair,loc_sheppard,loc_bloor,loc_gardiner,loc_victoria,loc_don mills,loc_don valley,loc_king,env_no_traffic_control,env_intersection,env_major_arterial,env_daylight,env_precipitation,inv_cyclist,inv_pedestrian,inv_automobile,inv_passenger,inv_injury_level,inv_fatal_acc,cau_normal,cau_inattentive,cau_driving_properly,cau_failed_to_yield_row,cau_speeding,cau_agressive_driv,cau_going_ahead,cau_turning_left
3829,3,2008,1,3,1,0,0,0,0,0,0,0,1,43.640545,-79.37849,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3830,4,2008,1,3,1,0,0,0,0,0,0,0,0,43.679845,-79.53899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,1,2,0,0,0,0,0,1,1,0,0
3831,4,2008,1,3,1,0,0,0,0,0,0,0,0,43.679845,-79.53899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,1,1,0,1,0,0,1,1,1,0,1
3832,4,2008,1,3,1,0,0,0,0,0,0,0,0,43.679845,-79.53899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
3833,4,2008,1,3,1,0,0,0,0,0,0,0,0,43.679845,-79.53899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,1,1,0,1,0,1,0,1,1,0,0
3834,2,2008,1,3,0,0,0,0,1,0,1,0,0,43.683345,-79.48029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.8,0,0,1,0,2,0,0,1,0,0,0,1,1,0
3835,2,2008,1,3,0,0,0,0,1,0,1,0,0,43.683345,-79.48029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1.8,0,0,1,0,0,0,1,0,1,0,0,1,0,0
3836,3,2008,1,3,0,0,0,0,1,0,0,1,0,43.727345,-79.25259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.8,0,0,1,0,2,0,1,0,1,0,0,1,1,0
3837,3,2008,1,3,0,0,0,0,1,0,0,1,0,43.727345,-79.25259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.8,0,0,1,0,1,0,1,0,0,0,0,1,1,0
3838,3,2008,1,3,0,0,0,0,1,0,0,1,0,43.727345,-79.25259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3839,5,2008,1,3,0,0,0,1,0,0,0,0,0,43.658345,-79.33899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
3840,5,2008,1,3,0,0,0,1,0,0,0,0,0,43.658345,-79.33899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,1,1,2,0,1,0,0,0,1,1,1,0
3841,5,2008,1,3,0,0,0,1,0,0,0,0,0,43.658345,-79.33899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
3842,5,2008,1,3,0,0,0,1,0,0,0,0,0,43.658345,-79.33899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,1,1,1,0,1,0,1,0,1,1,1,0
3843,5,2008,1,3,0,0,0,1,0,0,0,0,0,43.658345,-79.33899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
3844,2,2008,1,3,0,0,0,1,0,0,0,0,0,43.647645,-79.38479,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,1,0,2,0,1,0,1,0,0,1,0,0
3845,2,2008,1,3,0,0,0,1,0,0,0,0,0,43.647645,-79.38479,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
3846,3,2008,1,3,0,1,0,0,0,0,0,1,0,43.672345,-79.37959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3847,3,2008,1,3,0,1,0,0,0,0,0,1,0,43.672345,-79.37959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0.0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
3848,3,2008,1,3,0,1,0,0,0,0,0,1,0,43.672345,-79.37959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0.0,0,1,1,0,3,1,0,0,0,0,0,0,0,0
3849,2,2008,1,3,1,0,0,0,0,0,0,0,0,43.674645,-79.43179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
3850,2,2008,1,3,1,0,0,0,0,0,0,0,0,43.674645,-79.43179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,1,0,2,0,1,0,0,0,1,1,0,0
3851,2,2008,1,3,0,0,0,0,0,1,0,1,0,43.645945,-79.40989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1.6,1,0,1,0,0,0,1,0,0,0,0,0,0,0
3852,2,2008,1,3,0,0,0,0,0,1,0,1,0,43.645945,-79.40989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1.6,1,0,1,0,2,0,1,0,1,0,0,0,0,0
3853,2,2008,1,3,0,0,0,1,0,0,0,1,0,43.711345,-79.43269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,2,0,1,0,0,0,0,0,0,1
3854,2,2008,1,3,0,0,0,1,0,0,0,1,0,43.711345,-79.43269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
3855,6,2008,1,3,1,0,0,0,0,0,0,0,0,43.814245,-79.23709,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,2,0,1,0,1,0,0,0,0,0
3856,6,2008,1,3,1,0,0,0,0,0,0,0,0,43.814245,-79.23709,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3857,6,2008,1,3,1,0,0,0,0,0,0,0,0,43.814245,-79.23709,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
3858,6,2008,1,3,1,0,0,0,0,0,0,0,0,43.814245,-79.23709,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3859,6,2008,1,3,1,0,0,0,0,0,0,0,0,43.814245,-79.23709,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3860,6,2008,1,3,1,0,0,0,0,0,0,0,0,43.814245,-79.23709,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3861,3,2008,1,3,0,0,0,0,0,1,0,0,0,43.755845,-79.34699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3862,3,2008,1,3,0,0,0,0,0,1,0,0,0,43.755845,-79.34699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
3863,3,2008,1,3,0,0,0,0,0,1,0,0,0,43.755845,-79.34699,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0.0,0,1,1,0,2,0,0,1,0,0,0,0,0,0
3864,3,2008,1,3,0,0,0,0,0,0,0,1,0,43.746845,-79.28799,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3865,3,2008,1,3,0,0,0,0,0,0,0,1,0,43.746845,-79.28799,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,0,0,0,1,0,1,0,1,1,0
3866,3,2008,0,8,0,0,0,0,0,0,1,0,0,43.704645,-79.40829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3867,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
3868,6,2008,0,8,0,0,0,0,0,0,0,0,1,43.775145,-79.41439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3869,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
3870,6,2008,0,8,0,0,0,0,0,0,0,0,1,43.775145,-79.41439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3871,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
3872,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
3873,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
3874,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,1,1,0,0,1,0,1,1,1,0
3875,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
3876,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,1,1,0,0,0,0,1,1,0,0
3877,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,2,1,0,0,0,0,1,1,0,0
3878,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,2,1,0,0,0,0,1,1,0,0
3879,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,3,1,0,0,0,0,1,1,0,0
3880,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,3,1,0,0,0,0,1,1,0,0
3881,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,1,1,0,0,0,0,1,1,1,0
3882,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
3883,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,1,1,1,0,1,0,1,1,1,0
3884,16,2008,0,5,0,0,0,0,1,0,0,0,1,43.725945,-79.31939,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,0,1,0,0,0,0,1,1,0,0
3885,2,2008,0,5,0,0,0,0,0,1,1,0,0,43.792745,-79.43679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
3886,2,2008,0,5,0,0,0,0,0,1,1,0,0,43.792745,-79.43679,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,0,2,0,1,0,0,0,0,1,0,0
3887,2,2008,0,5,0,0,0,1,0,0,1,0,0,43.654945,-79.56429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
3888,2,2008,0,5,0,0,0,1,0,0,1,0,0,43.654945,-79.56429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,2,0,0,0,0,0,0,1,1,0
3889,3,2008,0,5,0,0,0,1,0,0,0,1,0,43.670345,-79.39479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,2,0,1,0,0,0,0,1,0,0
3890,3,2008,0,5,0,0,0,1,0,0,0,1,0,43.670345,-79.39479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3891,3,2008,0,5,0,0,0,1,0,0,0,1,0,43.670345,-79.39479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
3892,6,2008,0,5,0,0,0,1,0,0,0,1,0,43.776445,-79.43029,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,1,2,0,0,0,0,0,0,1,0,0
3893,6,2008,0,5,0,0,0,1,0,0,0,1,0,43.776445,-79.43029,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,1,1,0,1,0,0,1,0,1,0,1
3894,6,2008,0,5,0,0,0,1,0,0,0,1,0,43.776445,-79.43029,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3895,6,2008,0,5,0,0,0,1,0,0,0,1,0,43.776445,-79.43029,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3896,6,2008,0,5,0,0,0,1,0,0,0,1,0,43.776445,-79.43029,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,1,0,0,1,0,1,0,0,1,1,0
3897,6,2008,0,5,0,0,0,1,0,0,0,1,0,43.776445,-79.43029,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
3898,2,2008,0,5,0,0,0,1,0,0,0,0,1,43.724845,-79.41979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
3899,2,2008,0,5,0,0,0,1,0,0,0,0,1,43.724845,-79.41979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1,0,1,0,2,0,1,0,0,1,0,0,1,0
3900,2,2008,0,5,0,0,1,0,0,0,1,0,0,43.778445,-79.42159,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
3901,2,2008,0,5,0,0,1,0,0,0,1,0,0,43.778445,-79.42159,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3902,4,2008,0,5,0,0,1,0,0,0,1,0,0,43.784845,-79.16249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3903,4,2008,0,5,0,0,1,0,0,0,1,0,0,43.784845,-79.16249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,1,2,0,1,0,1,0,0,0,1,0
3904,4,2008,0,5,0,0,1,0,0,0,1,0,0,43.784845,-79.16249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
3905,4,2008,0,5,0,0,1,0,0,0,1,0,0,43.784845,-79.16249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
3906,4,2008,0,5,0,0,0,0,1,0,0,0,1,43.682745,-79.42019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,0,2,0,1,0,1,0,0,1,0,0
3907,4,2008,0,5,0,0,0,0,1,0,0,0,1,43.682745,-79.42019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,0,1,0,1,0,1,0,0,1,0,0
3908,4,2008,0,5,0,0,0,0,1,0,0,0,1,43.682745,-79.42019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3909,4,2008,0,5,0,0,0,0,1,0,0,0,1,43.682745,-79.42019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
3910,4,2008,0,5,0,0,0,1,0,0,0,1,0,43.704245,-79.41029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,1,0,0,1,1,0,1,0,0,0,1,0
3911,4,2008,0,5,0,0,0,1,0,0,0,1,0,43.704245,-79.41029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
3912,4,2008,0,5,0,0,0,1,0,0,0,1,0,43.704245,-79.41029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
3913,4,2008,0,5,0,0,0,1,0,0,0,1,0,43.704245,-79.41029,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,1,0,3,1,0,0,1,0,0,0,1,0
3914,3,2008,0,5,0,0,0,0,0,0,0,1,0,43.721645,-79.57149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3915,3,2008,0,5,0,0,0,0,0,0,0,1,0,43.721645,-79.57149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
3916,3,2008,0,5,0,0,0,0,0,0,0,1,0,43.721645,-79.57149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,2,0,0,1,0,0,0,0,0,0
3917,3,2008,0,5,0,0,0,0,0,0,0,0,0,43.650745,-79.58149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,1,2,0,0,0,0,0,0,1,0,0
3918,3,2008,0,5,0,0,0,0,0,0,0,0,0,43.650745,-79.58149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,1,1,0,1,0,0,0,0,1,1,0
3919,3,2008,0,5,0,0,0,0,0,0,0,0,0,43.650745,-79.58149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,1,0,0,1,0,0,1,0,1,0,1
3920,1,2008,0,5,0,1,0,0,0,0,0,0,0,43.677146,-79.367893,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,3,1,0,0,0,0,1,1,1,0
3921,2,2008,0,5,0,1,0,0,0,0,0,0,0,43.644845,-79.39479,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3922,2,2008,0,5,0,1,0,0,0,0,0,0,0,43.644845,-79.39479,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,0,1,2,0,1,0,0,0,0,0,0,1
3923,2,2008,0,5,0,1,0,0,0,0,0,1,0,43.673845,-79.42239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
3924,2,2008,0,5,0,1,0,0,0,0,0,1,0,43.673845,-79.42239,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,1,0,1,0,2,0,1,0,1,0,0,1,1,0
3925,2,2008,0,5,0,0,1,0,0,0,0,1,0,43.618545,-79.48669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
3926,2,2008,0,5,0,0,1,0,0,0,0,1,0,43.618545,-79.48669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,1,0,2,0,1,0,1,0,0,1,1,0
3927,3,2008,0,5,1,0,0,0,0,0,1,0,0,43.696639,-79.396304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
3928,3,2008,0,5,1,0,0,0,0,0,1,0,0,43.696639,-79.396304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3929,3,2008,0,5,1,0,0,0,0,0,1,0,0,43.696639,-79.396304,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
3930,2,2008,0,5,1,0,0,0,0,0,1,0,0,43.696645,-79.39629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3931,2,2008,0,5,1,0,0,0,0,0,1,0,0,43.696645,-79.39629,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
3932,4,2008,0,5,1,0,0,0,0,0,0,1,0,43.648345,-79.38179,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3933,4,2008,0,5,1,0,0,0,0,0,0,1,0,43.648345,-79.38179,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3934,6,2008,0,8,0,0,0,0,0,0,0,0,1,43.775145,-79.41439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
